Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
42,"IM Samson, W Liu, AE Williams-Jones","The nature of orthomagmatic hydrothermal fluids in the Oka carbonatite, Quebec, Canada: Evidence from fluid inclusions",1995,"Geochimica et cosmochimica acta","Elsevier","http://www.sciencedirect.com/science/article/pii/0016703795001204","http://scholar.google.com/scholar?cites=3858974005205547468&as_sdt=2005&sciodt=0,5&hl=en&num=20",16,"2014-08-04",""
40,"S Salvi, AE Williams-Jones","Alteration, HFSE mineralisation and hydrocarbon formation in peralkaline igneous systems: Insights from the Strange Lake Pluton, Canada",2006,"Lithos","Elsevier","http://www.sciencedirect.com/science/article/pii/S0024493706000685","http://scholar.google.com/scholar?cites=11732219431530012407&as_sdt=2005&sciodt=0,5&hl=en&num=20",17,"2014-08-04",""
39,"…, BJ Fryer, IM Samson, AE Williams-Jones","Quantitative analysis of silicate certified reference materials by LA-ICPMS with and without an internal standard",2008,"Journal of Analytical …","pubs.rsc.org","http://pubs.rsc.org/en/content/articlehtml/2008/ja/b801807n","http://scholar.google.com/scholar?cites=11452182774404764105&as_sdt=2005&sciodt=0,5&hl=en&num=20",18,"2014-08-04",""
38,"AE Williams-Jones, C Norman","Controls of mineral parageneses in the system Fe-Sb-SO",1997,"Economic Geology","economicgeology.org","http://economicgeology.org/content/92/3/308.short","http://scholar.google.com/scholar?cites=10012086694501617841&as_sdt=2005&sciodt=0,5&hl=en&num=20",19,"2014-08-04",""
36,"AE Williams-Jones, SA Wood","A preliminary petrogenetic grid for REE fluorocarbonates and associated minerals",1992,"Geochimica et Cosmochimica Acta","Elsevier","http://www.sciencedirect.com/science/article/pii/001670379290093X","http://scholar.google.com/scholar?cites=12621456888468461162&as_sdt=2005&sciodt=0,5&hl=en&num=20",20,"2014-08-04",""
35,"DAS Palmer, AE Williams-Jones","Genesis of the carbonatite-hosted fluorite deposit at Amba Dongar, India; evidence from fluid inclusions, stability isotopes, and whole rock-mineral geochemistry",1996,"Economic Geology","economicgeology.org","http://economicgeology.org/content/91/5/934.short","http://scholar.google.com/scholar?cites=11728714085289567946&as_sdt=2005&sciodt=0,5&hl=en&num=20",21,"2014-08-04",""
34,"DY Zezin, AA Migdisov, AE Williams-Jones","The solubility of gold in hydrogen sulfide gas: An experimental study",2007,"Geochimica et cosmochimica …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0016703707001846","http://scholar.google.com/scholar?cites=11305499037402408931&as_sdt=2005&sciodt=0,5&hl=en&num=20",22,"2014-08-04",""
31,"S Salvi, AE Williams-Jones","Reduced orthomagmatic COHN-NaCl fluids in the Strange Lake rare-metal granitic complex, Quebec/Labrador, Canada",1992,"European journal of mineralogy","cat.inist.fr","http://cat.inist.fr/?aModele=afficheN&cpsidt=4593784","http://scholar.google.com/scholar?cites=7486812015608739590&as_sdt=2005&sciodt=0,5&hl=en&num=20",23,"2014-08-04",""
28,"G Chi, B Dubé, K Williamson, AE Williams-Jones","Formation of the Campbell-Red Lake gold deposit by H2O-poor, CO2-dominated fluids",2006,"Mineralium Deposita","Springer","http://link.springer.com/article/10.1007/s00126-005-0029-3","http://scholar.google.com/scholar?cites=2083876175285405922&as_sdt=2005&sciodt=0,5&hl=en&num=20",24,"2014-08-04",""
28,"RL Linnen, AE Williams-Jones","Evolution of aqueous-carbonic fluids during contact metamorphism, wall-rock alteration, and molybdenite deposition at Trout Lake, British Columbia",1990,"Economic Geology","economicgeology.org","http://economicgeology.org/content/85/8/1840.short","http://scholar.google.com/scholar?cites=3630709493184440515&as_sdt=2005&sciodt=0,5&hl=en&num=20",25,"2014-08-04",""
27,"E Vard, AE Williams-Jones","A fluid inclusion study of vug minerals in dawsonite-altered phonolite sills, Montreal, Quebec: implications for HFSE mobility",1993,"Contributions to Mineralogy and Petrology","Springer","http://link.springer.com/article/10.1007/BF00286931","http://scholar.google.com/scholar?cites=8520043303921868929&as_sdt=2005&sciodt=0,5&hl=en&num=20",26,"2014-08-04",""
27,"C Normand, AE Williams-Jones…","Hydrothermal alteration of olivine in a flow-through autoclave: Nucleation and growth of serpentine phases",2002,"American …","Mineral Soc America","http://ammin.geoscienceworld.org/content/87/11-12/1699.short","http://scholar.google.com/scholar?cites=1714207114112794337&as_sdt=2005&sciodt=0,5&hl=en&num=20",27,"2014-08-04",""
26,"JR Clark, AE Williams-Jones","Analogues of epithermal gold–silver deposition in geothermal well scales",1990,"","nature.com","http://www.nature.com/nature/journal/v346/n6285/abs/346644a0.html","http://scholar.google.com/scholar?cites=7338498620205434473&as_sdt=2005&sciodt=0,5&hl=en&num=20",28,"2014-08-04",""
27,"O Nadeau, AE Williams-Jones, J Stix","Sulphide magma as a source of metals in arc-related magmatic hydrothermal ore fluids",2010,"Nature Geoscience","nature.com","http://www.nature.com/ngeo/journal/v3/n7/abs/ngeo899.html","http://scholar.google.com/scholar?cites=9594309956414613048&as_sdt=2005&sciodt=0,5&hl=en&num=20",29,"2014-08-04",""
27,"…, BJ Fryer, AE Williams-Jones","Compositional heterogeneity in fluorite and the genesis of fluorite deposits: insights from LA–ICP–MS analysis",2003,"The Canadian …","canmin.geoscienceworld.org","http://canmin.geoscienceworld.org/content/41/2/365.short","http://scholar.google.com/scholar?cites=8361499954445273202&as_sdt=2005&sciodt=0,5&hl=en&num=20",30,"2014-08-04",""
27,"AE Williams-Jones, AA Migdisov…","Hydrothermal mobilisation of the rare earth elements–a tale of “ceria” and “yttria”",2012,"…","elements.geoscienceworld.org","http://elements.geoscienceworld.org/content/8/5/355.short","http://scholar.google.com/scholar?cites=2983554234456925686&as_sdt=2005&sciodt=0,5&hl=en&num=20",31,"2014-08-04",""
24,"OJ Schatz, D Dolejš, J Stix, AE Williams-Jones…","Partitioning of boron among melt, brine and vapor in the system haplogranite–H< sub> 2</sub> O–NaCl at 800° C and 100 MPa",2004,"Chemical …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0009254104001962","http://scholar.google.com/scholar?cites=13318666531549541739&as_sdt=2005&sciodt=0,5&hl=en&num=20",32,"2014-08-04",""
23,"GR Olivo, M Gauthier, AE Williams-Jones…","The Au-Pd mineralization at the Conceição iron mine, Itabira district, southern São Francisco craton, Brazil: an example of a jacutinga-type deposit",2001,"Economic …","economicgeology.org","http://economicgeology.org/content/96/1/61.short","http://scholar.google.com/scholar?cites=9907704931906480477&as_sdt=2005&sciodt=0,5&hl=en&num=20",33,"2014-08-04",""
23,"AE Williams-Jones, C Normand…","Controls of amphibole formation in chrysotile deposits: Evidence from the Jeffrey Mine, Asbestos, Quebec",2001,"The Health …","The Mineralogical Association of …","","http://scholar.google.com/scholar?cites=17090800988064408039&as_sdt=2005&sciodt=0,5&hl=en&num=20",34,"2014-08-04","CITATION"
23,"T Mulja, AE Williams-Jones, RF Martin…","Compositional variation and structural state of columbite-tantalite in rare-element granitic pegmatites of the Preissac-Lacorne batholith, Quebec, Canada",1996,"American …","minsocam.org","","http://scholar.google.com/scholar?cites=12589495084244255097&as_sdt=2005&sciodt=0,5&hl=en&num=20",35,"2014-08-04","PDF"
22,"WE Halter, AE Williams-Jones…","The role of greisenization in cassiterite precipitation at the East Kemptville tin deposit, Nova Scotia",1996,"Economic Geology","economicgeology.org","http://economicgeology.org/content/91/2/368.short","http://scholar.google.com/scholar?cites=16119563475712533402&as_sdt=2005&sciodt=0,5&hl=en&num=20",36,"2014-08-04",""
24,"ER Sheard, AE Williams-Jones…","Controls on the concentration of zirconium, niobium, and the rare earth elements in the Thor Lake Rare Metal Deposit, Northwest Territories, Canada",2012,"Economic …","economicgeology.org","http://economicgeology.org/content/107/1/81.short","http://scholar.google.com/scholar?cites=8100883751175422777&as_sdt=2005&sciodt=0,5&hl=en&num=20",37,"2014-08-04",""
21,"WE Halter, AE Williams-Jones, DJ Kontak","Modeling fluid–rock interaction during greisenization at the East Kemptville tin deposit: implications for mineralization",1998,"Chemical geology","Elsevier","http://www.sciencedirect.com/science/article/pii/S0009254198000503","http://scholar.google.com/scholar?cites=17400078243722440294&as_sdt=2005&sciodt=0,5&hl=en&num=20",38,"2014-08-04",""
21,"S Salvi, AE Williams-Jones","Zirconosilicate phase relations in the Strange Lake (Lac Brisson) pluton, Quebec-Labrador, Canada",1995,"American Mineralogist","minsocam.org","","http://scholar.google.com/scholar?cites=6362380307841803854&as_sdt=2005&sciodt=0,5&hl=en&num=20",39,"2014-08-04","PDF"
21,"GR Olivo, AE Williams-Jones","Hydrothermal REE-rich eudialyte from the Pilanesberg complex, South Africa",1999,"Canadian mineralogist","geoladm.geol.queensu.ca","","http://scholar.google.com/scholar?cites=11080707209887987468&as_sdt=2005&sciodt=0,5&hl=en&num=20",40,"2014-08-04","PDF"
20,"T Mulja, AE Williams-Jones…","The rare-element-enriched monzogranite-pegmatite-quartz vein systems in the Preissac-Lacorne Batholith, Quebec; II, Geochemistry and petrogenesis",1995,"The Canadian …","canmin.geoscienceworld.org","","http://scholar.google.com/scholar?cites=16000466910576677469&as_sdt=2005&sciodt=0,5&hl=en&num=20",41,"2014-08-04","CITATION"
18,"G Williams‐Jones…","The nature and origin of Venusian canali",1998,"Journal of Geophysical …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1029/98JE00243/full","http://scholar.google.com/scholar?cites=15352969161719812644&as_sdt=2005&sciodt=0,5&hl=en&num=20",42,"2014-08-04",""
18,"SA Wood, AE Williams-Jones","Theoretical studies of the alteration of spodumene, petalite, eucryptite and pollucite in granitic pegmatites: exchange reactions with alkali feldspars",1993,"Contributions to Mineralogy and Petrology","Springer","http://link.springer.com/article/10.1007/BF00307760","http://scholar.google.com/scholar?cites=11603308996903410644&as_sdt=2005&sciodt=0,5&hl=en&num=20",43,"2014-08-04",""
18,"WE Halter, AE Williams-Jones…","Origin and evolution of the greisenizing fluid at the East Kemptville tin deposit, Nova Scotia, Canada",1998,"Economic Geology","economicgeology.org","http://economicgeology.org/content/93/7/1026.short","http://scholar.google.com/scholar?cites=10541259685113916235&as_sdt=2005&sciodt=0,5&hl=en&num=20",44,"2014-08-04",""
17,"RL Linnen, AE Williams-Jones","Mineralogical constraints on magmatic and hydrothermal Sn-W-Ta-Nb mineralization at the Nong Sua aplite-pegmatite, Thailand",1993,"European journal of mineralogy","cat.inist.fr","http://cat.inist.fr/?aModele=afficheN&cpsidt=4930379","http://scholar.google.com/scholar?cites=5385138830730333550&as_sdt=2005&sciodt=0,5&hl=en&num=20",45,"2014-08-04",""
17,"RL Linnen, AE Williams-Jones","The evolution of pegmatite-hosted Sn-W mineralization at Nong Sua, Thailand: Evidence from fluid inclusions and stable isotopes",1994,"Geochimica et cosmochimica acta","Elsevier","http://www.sciencedirect.com/science/article/pii/0016703794905029","http://scholar.google.com/scholar?cites=14275025006474590488&as_sdt=2005&sciodt=0,5&hl=en&num=20",46,"2014-08-04",""
16,"B Stefanini, AE Williams-Jones","Hydrothermal evolution in the Calabona porphyry copper system (Sardinia, Italy); the path to an uneconomic deposit",1996,"Economic Geology","economicgeology.org","http://economicgeology.org/content/91/4/774.short","http://scholar.google.com/scholar?cites=15115351622180474494&as_sdt=2005&sciodt=0,5&hl=en&num=20",47,"2014-08-04",""
16,"DY Zezin, AA Migdisov, AE Williams-Jones","The solubility of gold in H< sub> 2</sub> O–H< sub> 2</sub> S vapour at elevated temperature and pressure",2011,"Geochimica et Cosmochimica …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0016703711003656","http://scholar.google.com/scholar?cites=9094708281996405128&as_sdt=2005&sciodt=0,5&hl=en&num=20",48,"2014-08-04",""
15,"MSJ Mlynarczyk, AE Williams-Jones","The role of collisional tectonics in the metallogeny of the Central Andean tin belt",2005,"Earth and Planetary Science Letters","Elsevier","http://www.sciencedirect.com/science/article/pii/S0012821X0500645X","http://scholar.google.com/scholar?cites=2604595735620846386&as_sdt=2005&sciodt=0,5&hl=en&num=20",49,"2014-08-04",""
15,"RL Linnen, AE Williams-Jones","Genesis of a magmatic metamorphic hydrothermal system; the Sn-W polymetallic deposits at Pilok, Thailand",1995,"Economic Geology","economicgeology.org","http://economicgeology.org/content/90/5/1148.short","http://scholar.google.com/scholar?cites=8212451341264046377&as_sdt=2005&sciodt=0,5&hl=en&num=20",50,"2014-08-04",""
15,"AE Williams-Jones, DR Ferreira","Thermal metamorphism and H2O-CO2-NaCl immiscibility at Patapedia, Quebec: evidence from fluid inclusions",1989,"Contributions to Mineralogy and …","Springer","http://link.springer.com/article/10.1007/BF00375345","http://scholar.google.com/scholar?cites=9504169963351816803&as_sdt=2005&sciodt=0,5&hl=en&num=20",51,"2014-08-04",""
15,"KU Rempel, AE Williams-Jones, AA Migdisov","The partitioning of molybdenum (VI) between aqueous liquid and vapour at temperatures up to 370 C",2009,"… et Cosmochimica Acta","Elsevier","http://www.sciencedirect.com/science/article/pii/S0016703709001380","http://scholar.google.com/scholar?cites=9921312176597861477&as_sdt=2005&sciodt=0,5&hl=en&num=20",52,"2014-08-04",""
13,"…, KS Seymour, AE Williams-Jones…","The Genesis of Epithermal Au-Ag-Te Mineralization, Panormos Bay, Tinos Island, Cyclades, Greece",2007,"Economic …","economicgeology.org","http://economicgeology.org/content/102/7/1269.short","http://scholar.google.com/scholar?cites=12923420328033457250&as_sdt=2005&sciodt=0,5&hl=en&num=20",53,"2014-08-04",""
13,"C Normand, AE Williams-Jones","Physicochemical conditions and timing of rodingite formation: evidence from rodingite-hosted fluid inclusions in the JM Asbestos mine, Asbestos, Québec",2007,"Geochemical transactions","biomedcentral.com","","http://scholar.google.com/scholar?cites=6453694590347082955&as_sdt=2005&sciodt=0,5&hl=en&num=20",54,"2014-08-04","PDF"
14,"AE Williams-Jones, K Schrijver, R Doig…","A model for epigenetic Ba-Pb-Zn mineralization in the Appalachian thrust belt, Quebec; evidence from fluid inclusions and isotopes",1992,"Economic …","economicgeology.org","http://economicgeology.org/content/87/1/154.short","http://scholar.google.com/scholar?cites=16916079133479857291&as_sdt=2005&sciodt=0,5&hl=en&num=20",55,"2014-08-04",""
13,"…, AE Williams-Jones","Zoned tourmaline associated with cassiterite: implications for fluid evolution and tin mineralization in the San Rafael Sn–Cu deposit, southeastern Peru",2006,"The Canadian …","canmin.geoscienceworld.org","http://canmin.geoscienceworld.org/content/44/2/347.short","http://scholar.google.com/scholar?cites=7758275245929343699&as_sdt=2005&sciodt=0,5&hl=en&num=20",56,"2014-08-04",""
12,"AE Williams-Jones","Patapedia: an Appalachian calc-silicate-hosted copper prospect of porphyry affinity",1982,"Canadian Journal of Earth Sciences","NRC Research Press","http://www.nrcresearchpress.com/doi/abs/10.1139/e82-036","http://scholar.google.com/scholar?cites=9501423371343438663&as_sdt=2005&sciodt=0,5&hl=en&num=20",57,"2014-08-04",""
12,"S Salvi, AE Williams-Jones","Bulk analysis of volatiles in fluid inclusions",2003,"Fluid inclusions. Min Assoc Can Short Course Ser","","","http://scholar.google.com/scholar?cites=3600616299865606911&as_sdt=2005&sciodt=0,5&hl=en&num=20",58,"2014-08-04","CITATION"
12,"…, MSJ Mlynarczyk, AE Williams-Jones…","Stable isotope constraints on ore formation at the San Rafael tin-copper deposit, Southeast Peru",2009,"Economic …","economicgeology.org","http://economicgeology.org/content/104/2/223.short","http://scholar.google.com/scholar?cites=6896909979064921876&as_sdt=2005&sciodt=0,5&hl=en&num=20",59,"2014-08-04",""
12,"J Raymond, AE Williams-Jones, JR Clark","Mineralization associated with scale and altered rock and pipe fragments from the Berlin geothermal field, El Salvador; implications for metal transport in natural …",2005,"Journal of volcanology and …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0377027305000211","http://scholar.google.com/scholar?cites=7710369762780882974&as_sdt=2005&sciodt=0,5&hl=en&num=20",60,"2014-08-04",""
12,"G Chi, DJ Kontak, AE Williams-Jones","Fluid composition and thermal regime during Zn-Pb mineralization in the lower Windsor Group, Nova Scotia, Canada",1998,"Economic Geology","economicgeology.org","http://economicgeology.org/content/93/6/883.short","http://scholar.google.com/scholar?cites=7022792193812709194&as_sdt=2005&sciodt=0,5&hl=en&num=20",61,"2014-08-04",""
12,"…, BJ Fryer, AE Williams-Jones","THE COMPOSITION AND ORIGIN OF HYDROTHERMAL FLUIDS IN A NYF-TYPE GRANITIC PEGMATITE, SOUTH PLATTE DISTRICT, COLORADO: EVIDENCE …",2004,"The Canadian …","canmin.geoscienceworld.org","http://canmin.geoscienceworld.org/content/42/5/1331.short","http://scholar.google.com/scholar?cites=15061186117659438445&as_sdt=2005&sciodt=0,5&hl=en&num=20",62,"2014-08-04",""
18,"ZX Yang, E Anthony, G Williams-Jones Pu","Geological features of Maoniuping REE deposit, Sichuan",2000,"China J Mineral Petrol (in Chinese with …","","","http://scholar.google.com/scholar?cites=9039507581645088861&as_sdt=2005&sciodt=0,5&hl=en&num=20",63,"2014-08-04","CITATION"
10,"BW Mountain, AE Williams-Jones","Mass transfer and the path of metasomatic reactions in mesothermal gold deposits; an example from Flambeau Lake, Ontario",1996,"Economic Geology","economicgeology.org","http://economicgeology.org/content/91/2/302.short","http://scholar.google.com/scholar?cites=15005901967481783049&as_sdt=2005&sciodt=0,5&hl=en&num=20",64,"2014-08-04",""
10,"AE Williams-Jones, IM Samson…","Fluid evolution and its role in the genesis of the granite-related Madeleine copper deposit, Gaspe, Quebec",1989,"Economic …","economicgeology.org","http://economicgeology.org/content/84/6/1515.short","http://scholar.google.com/scholar?cites=5510359622854999168&as_sdt=2005&sciodt=0,5&hl=en&num=20",65,"2014-08-04",""
10,"AE Williams-Jones","Low-temperature metamorphism of the rocks surrounding les Mines Gaspe, Quebec; implications for mineral exploration",1986,"Economic Geology","economicgeology.org","","http://scholar.google.com/scholar?cites=15840630138144151414&as_sdt=2005&sciodt=0,5&hl=en&num=20",66,"2014-08-04","CITATION"
9,"…, R Martin, AE Williams-Jones","The nature and origin of pegmatites in a fluorine-rich leucogranite, East Kemptville tin deposit, Nova Scotia, Canada",2001,"… Transactions of the …","Cambridge Univ Press","http://journals.cambridge.org/abstract_S0263593300000122","http://scholar.google.com/scholar?cites=4412681231173378096&as_sdt=2005&sciodt=0,5&hl=en&num=20",67,"2014-08-04",""
9,"GR Olivo, AE Williams-Jones","Genesis of the auriferous C quartz-tourmaline vein of the Siscoe mine, Val d'Or district, Abitibi subprovince, Canada: structural, mineralogical and fluid inclusion …",2002,"Economic Geology","economicgeology.org","http://economicgeology.org/content/97/5/929.short","http://scholar.google.com/scholar?cites=11247045158076779571&as_sdt=2005&sciodt=0,5&hl=en&num=20",68,"2014-08-04",""
9,"RA Marr, DR Baker, AE Williams-Jones","Chemical controls on the solubility of Zr-bearing phases in simplified peralkaline melts and application to the Strange Lake intrusion, Québec-Labrador",1998,"Canadian mineralogist","rruff.info","","http://scholar.google.com/scholar?cites=12022838061763288185&as_sdt=2005&sciodt=0,5&hl=en&num=20",69,"2014-08-04","PDF"
9,"…, S Sumarti, M Van Bergen, A Williams-Jones","Extreme alteration by hyperacidic brines at Kawah Ijen volcano, East Java, Indonesia: II: Metasomatic imprint and element fluxes",2010,"Journal of Volcanology …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0377027310002167","http://scholar.google.com/scholar?cites=1870016961057814633&as_sdt=2005&sciodt=0,5&hl=en&num=20",70,"2014-08-04",""
8,"K Schrijver, AE Williams-Jones, R Bertrand…","Genesis and controls of hydrothermal dolomitization in sandstones of the Appalachian thrust belt, Québec, Canada: Implications for associated galena-barite …",1996,"Chemical geology","Elsevier","http://www.sciencedirect.com/science/article/pii/0009254195001468","http://scholar.google.com/scholar?cites=3276745466470538505&as_sdt=2005&sciodt=0,5&hl=en&num=20",71,"2014-08-04",""
8,"M Heiligmann, AE Williams-Jones…","The role of sulfate-sulfide-oxide-silicate equilibria in the metamorphism of hydrothermal alteration at the Hemlo gold deposit, Ontario",2008,"Economic …","economicgeology.org","http://economicgeology.org/content/103/2/335.short","http://scholar.google.com/scholar?cites=12261514656510723818&as_sdt=2005&sciodt=0,5&hl=en&num=20",72,"2014-08-04",""
8,"MSJ Mlynarczyk, RL Sherlock, AE Williams-Jones","San Rafael, Peru: geology and structure of the worlds richest tin lode",2003,"Mineralium Deposita","Springer","http://link.springer.com/article/10.1007/s00126-002-0334-z","http://scholar.google.com/scholar?cites=625466108956297588&as_sdt=2005&sciodt=0,5&hl=en&num=20",73,"2014-08-04",""
7,"W Liu, A Migdisov, A Williams-Jones","The stability of aqueous nickel (II) chloride complexes in hydrothermal solutions: Results of UV–Visible spectroscopic experiments",2012,"Geochimica et Cosmochimica Acta","Elsevier","http://www.sciencedirect.com/science/article/pii/S0016703712002712","http://scholar.google.com/scholar?cites=1256650869781409182&as_sdt=2005&sciodt=0,5&hl=en&num=20",74,"2014-08-04",""
7,"WE Halter, AE Williams-Jones","Application of topaz-muscovite F-OH exchange as a geothermometer",1999,"Economic Geology","economicgeology.org","http://economicgeology.org/content/94/8/1249.short","http://scholar.google.com/scholar?cites=15364518085814634218&as_sdt=2005&sciodt=0,5&hl=en&num=20",75,"2014-08-04",""
6,"…, K Berlo, M van Bergen, A Williams-Jones","Extreme alteration by hyperacidic brines at Kawah Ijen volcano, East Java, Indonesia: I. Textural and mineralogical imprint",2010,"Journal of Volcanology …","Elsevier","http://www.sciencedirect.com/science/article/pii/S037702731000288X","http://scholar.google.com/scholar?cites=16721302438824758253&as_sdt=2005&sciodt=0,5&hl=en&num=20",76,"2014-08-04",""
5,"T Wagner, AE Williams-Jones, AJ Boyce","Stable isotope-based modeling of the origin and genesis of an unusual Au–Ag–Sn–W epithermal system at Cirotan, Indonesia",2005,"Chemical geology","Elsevier","http://www.sciencedirect.com/science/article/pii/S0009254105001221","http://scholar.google.com/scholar?cites=8195865421381649615&as_sdt=2005&sciodt=0,5&hl=en&num=20",77,"2014-08-04",""
5,"JR Clark, AE Williams-Jones","Rutile as a potential indicator mineral for metamorphosed metallic ore deposits",2004,"Rapport Final de DIVEX, Sous-projet SC2, …","divex.ca","","http://scholar.google.com/scholar?cites=18305116614130767542&as_sdt=2005&sciodt=0,5&hl=en&num=20",78,"2014-08-04","PDF"
5,"IM Samson, AE Williams-Jones, KM Ault…","Source of fluids forming distal Zn-Pb-Ag skarns: Evidence from laser ablation–inductively coupled plasma–mass spectrometry analysis of fluid inclusions from El …",2008,"…","geology.gsapubs.org","http://geology.gsapubs.org/content/36/12/947.short","http://scholar.google.com/scholar?cites=3396645179919474962&as_sdt=2005&sciodt=0,5&hl=en&num=20",79,"2014-08-04",""
