Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
454,"PS Hüppi, S Warfield, R Kikinis, PD Barnes…","Quantitative magnetic resonance imaging of brain development in premature and mature newborns",1998,"Annals of …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/ana.410430213/abstract","http://scholar.google.com/scholar?cites=8004991160640451919&as_sdt=2005&sciodt=0,5&hl=en&num=20",12,"2014-08-04",""
451,"…, AUJ Mewes, M Alcaniz, R Kikinis…","Improved watershed transform for medical image segmentation using prior information",2004,"Medical Imaging, …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1281998","http://scholar.google.com/scholar?cites=7882801662298904856&as_sdt=2005&sciodt=0,5&hl=en&num=20",13,"2014-08-04",""
436,"…, ER Kops, BJ Krause, W Wells, R Kikinis…","Markov random field segmentation of brain MR images",1997,"Medical Imaging, …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=650883","http://scholar.google.com/scholar?cites=11304309786360592231&as_sdt=2005&sciodt=0,5&hl=en&num=20",14,"2014-08-04",""
407,"…, BF O'Donnell, SF Faux, R Kikinis…","Auditory P300 abnormalities and left posterior superior temporal gyrus volume reduction in schizophrenia",1993,"Archives of …","archpsyc.jamanetwork.com","http://archpsyc.jamanetwork.com/article.aspx?articleid=496098","http://scholar.google.com/scholar?cites=3015359194674757287&as_sdt=2005&sciodt=0,5&hl=en&num=20",15,"2014-08-04",""
403,"HE Cline, WE Lorensen, R Kikinis…","Three-dimensional segmentation of MR images of the head using probability and connectivity",1990,"Journal of computer …","journals.lww.com","http://journals.lww.com/jcat/abstract/1990/11000/three_dimensional_segmentation_of_mr_images_of_the.41.aspx","http://scholar.google.com/scholar?cites=10318387000127723232&as_sdt=2005&sciodt=0,5&hl=en&num=20",16,"2014-08-04",""
399,"…, C Saxinger, R Biddle, R Kikinis…","A chronic illness characterized by fatigue, neurologic and immunologic disorders, and active human herpesvirus type 6 infection",1992,"Annals of internal …","Am Coll Physicians","http://annals.org/article.aspx?articleid=705247","http://scholar.google.com/scholar?cites=17035491091347443896&as_sdt=2005&sciodt=0,5&hl=en&num=20",17,"2014-08-04",""
343,"CRG Guttmann, FA Jolesz, R Kikinis, RJ Killiany…","White matter changes with normal aging",1998,"Neurology","AAN Enterprises","http://www.neurology.org/content/50/4/972.short","http://scholar.google.com/scholar?cites=10017278655794154718&as_sdt=2005&sciodt=0,5&hl=en&num=20",18,"2014-08-04",""
364,"SK Warfield, M Kaus, FA Jolesz, R Kikinis","Adaptive, template moderated, spatially varying statistical classification",2000,"Medical image analysis","Elsevier","http://www.sciencedirect.com/science/article/pii/S1361841500000037","http://scholar.google.com/scholar?cites=15459146273864108942&as_sdt=2005&sciodt=0,5&hl=en&num=20",19,"2014-08-04",""
350,"…, PG Nestor, DF Salisbury, R Kikinis…","Uncinate fasciculus findings in schizophrenia: a magnetic resonance diffusion tensor imaging study",2002,"American Journal of …","Am Psychiatric Assoc","","http://scholar.google.com/scholar?cites=4707597308938316300&as_sdt=2005&sciodt=0,5&hl=en&num=20",20,"2014-08-04","HTML"
351,"…, N Hata, RB Schwartz, WM Wells Iii, R Kikinis…","Serial intraoperative magnetic resonance imaging of brain shift",2001,"…","journals.lww.com","http://journals.lww.com/neurosurgery/Abstract/2001/04000/Serial_Intraoperative_Magnetic_Resonance_Imaging.19.aspx","http://scholar.google.com/scholar?cites=13960581567108695997&as_sdt=2005&sciodt=0,5&hl=en&num=20",21,"2014-08-04",""
343,"…, PG Nestor, CG Wible, M Frumin, SE Maier, R Kikinis…","Cingulate fasciculus integrity disruption in schizophrenia: a magnetic resonance diffusion tensor imaging study",2003,"Biological …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0006322303004190","http://scholar.google.com/scholar?cites=17078980160241103243&as_sdt=2005&sciodt=0,5&hl=en&num=20",22,"2014-08-04",""
332,"…, PS Huppi, S Warfield, GP Zientara, R Kikinis…","Impaired cerebral cortical gray matter growth after treatment with dexamethasone for neonatal chronic lung disease",2001,"Pediatrics","Am Acad Pediatrics","http://pediatrics.aappublications.org/content/107/2/217.short","http://scholar.google.com/scholar?cites=417612491995390880&as_sdt=2005&sciodt=0,5&hl=en&num=20",23,"2014-08-04",""
332,"…, SJ Haker, WM Wells III, FA Jolesz, R Kikinis","Statistical validation of image segmentation quality based on a spatial overlap index< sup> 1</sup>: scientific reports",2004,"Academic radiology","Elsevier","http://www.sciencedirect.com/science/article/pii/S1076633203006718","http://scholar.google.com/scholar?cites=5819163737847760700&as_sdt=2005&sciodt=0,5&hl=en&num=20",24,"2014-08-04",""
320,"S Haker, S Angenent, AR Tannenbaum, R Kikinis…","Conformal surface parameterization for texture mapping",2000,"","smartech.gatech.edu","http://smartech.gatech.edu/handle/1853/31995","http://scholar.google.com/scholar?cites=16060805229891770914&as_sdt=2005&sciodt=0,5&hl=en&num=20",25,"2014-08-04",""
318,"…, SK Warfield, A Nabavi, PM Black, FA Jolesz, R Kikinis","Automated segmentation of MR images of brain tumors 1",2001,"Radiology","pubs.rsna.org","http://pubs.rsna.org/doi/abs/10.1148/radiology.218.2.r01fe44586","http://scholar.google.com/scholar?cites=4821818295417699603&as_sdt=2005&sciodt=0,5&hl=en&num=20",26,"2014-08-04",""
314,"DT Gering, A Nabavi, R Kikinis, N Hata…","An integrated visualization system for surgical planning and guidance using image fusion and an open MR",2001,"Journal of Magnetic …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/jmri.1139/full","http://scholar.google.com/scholar?cites=3824049821847686992&as_sdt=2005&sciodt=0,5&hl=en&num=20",27,"2014-08-04",""
302,"T Kapur, WEL Grimson, WM Wells III, R Kikinis","Segmentation of brain tissue from magnetic resonance images",1996,"Medical image analysis","Elsevier","http://www.sciencedirect.com/science/article/pii/S1361841596800089","http://scholar.google.com/scholar?cites=12191273373208281641&as_sdt=2005&sciodt=0,5&hl=en&num=20",28,"2014-08-04",""
301,"…, GP Zientara, TE Inder, PD Barnes, R Kikinis…","Microstructural brain development after perinatal cerebral white matter injury assessed by diffusion tensor magnetic resonance imaging",2001,"Pediatrics","Am Acad Pediatrics","http://pediatrics.aappublications.org/content/107/3/455.short","http://scholar.google.com/scholar?cites=9539668480396683191&as_sdt=2005&sciodt=0,5&hl=en&num=20",29,"2014-08-04",""
300,"…, N Shiraga, S Tamura, R Kikinis","Tissue classification based on 3D local intensity structures for volume rendering",2000,"Visualization and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=856997","http://scholar.google.com/scholar?cites=11265168496662724064&as_sdt=2005&sciodt=0,5&hl=en&num=20",30,"2014-08-04",""
302,"…, OD Faugeras, WEL Grimson, R Keriven, R Kikinis…","Curves: Curve evolution for vessel segmentation",2001,"Medical Image …","Elsevier","http://www.sciencedirect.com/science/article/pii/S1361841501000408","http://scholar.google.com/scholar?cites=1356472897469298442&as_sdt=2005&sciodt=0,5&hl=en&num=20",31,"2014-08-04",""
286,"…, D Yurgelun-Todd, C Zarate, R Kikinis…","Subgenual cingulate cortex volume in first-episode psychosis",1999,"American Journal of …","Am Psychiatric Assoc","","http://scholar.google.com/scholar?cites=150879052227656039&as_sdt=2005&sciodt=0,5&hl=en&num=20",32,"2014-08-04","HTML"
275,"…, A Nabavi, B Macq, FA Jolesz, R Kikinis…","Registration of 3-D intraoperative MR images of the brain using a finite-element biomechanical model",2001,"Medical Imaging, …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=974933","http://scholar.google.com/scholar?cites=13999197387881496376&as_sdt=2005&sciodt=0,5&hl=en&num=20",33,"2014-08-04",""
274,"…, DA Yurgelun-Todd, R Kikinis…","Progressive decrease of left Heschl gyrus and planum temporale gray matter volume in first-episode schizophrenia: a longitudinal magnetic resonance imaging study",2003,"Archives of …","archneur.jamanetwork.com","http://archneur.jamanetwork.com/article.aspx?articleid=207691","http://scholar.google.com/scholar?cites=17075310613093840229&as_sdt=2005&sciodt=0,5&hl=en&num=20",34,"2014-08-04",""
265,"R Kikinis, ME Shenton, G Gerig, J Martin…","Routine quantitative analysis of brain and cerebrospinal fluid spaces with MR imaging",1992,"Journal of Magnetic …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/jmri.1880020603/abstract","http://scholar.google.com/scholar?cites=3514439949055783994&as_sdt=2005&sciodt=0,5&hl=en&num=20",35,"2014-08-04",""
263,"R Kikinis, ME Shenton, DV Iosifescu…","A digital brain atlas for surgical planning, model-driven segmentation, and teaching",1996,"Visualization and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=537306","http://scholar.google.com/scholar?cites=15123257380850289904&as_sdt=2005&sciodt=0,5&hl=en&num=20",36,"2014-08-04",""
258,"DE Altobelli, R Kikinis, JB Mulliken…","Computer-assisted three-dimensional planning in craniofacial surgery",1993,"Plastic and …","journals.lww.com","http://journals.lww.com/plasreconsurg/abstract/1993/09001/computer_assisted_three_dimensional_planning_in.3.aspx","http://scholar.google.com/scholar?cites=6433160250778876919&as_sdt=2005&sciodt=0,5&hl=en&num=20",37,"2014-08-04",""
255,"…, D Yurgelun-Todd, R Kikinis…","Progressive decrease of left superior temporal gyrus gray matter volume in patients with first-episode schizophrenia",2003,"American Journal of …","Am Psychiatric Assoc","","http://scholar.google.com/scholar?cites=15651703379590866312&as_sdt=2005&sciodt=0,5&hl=en&num=20",38,"2014-08-04","HTML"
235,"…, SK Mukherji, R Khorasani, HM Tice, R Kikinis…","Common carotid artery bifurcation: evaluation with spiral CT. Work in progress.",1992,"Radiology","pubs.rsna.org","http://pubs.rsna.org/doi/abs/10.1148/radiology.185.2.1410365","http://scholar.google.com/scholar?cites=15398958302633053840&as_sdt=2005&sciodt=0,5&hl=en&num=20",39,"2014-08-04",""
227,"R Kikinis, PL Gleason, TM Moriarty, MR Moore…","Computer-assisted interactive three-dimensional planning for neurosurgical procedures",1996,"…","journals.lww.com","http://journals.lww.com/neurosurgery/Abstract/1996/04000/Computer_assisted_Interactive_Three_dimensional.3.aspx","http://scholar.google.com/scholar?cites=4441783365417803692&as_sdt=2005&sciodt=0,5&hl=en&num=20",40,"2014-08-04",""
223,"…, RB Fogel, G Pillar, JK Edwards, R Kikinis…","The male predisposition to pharyngeal collapse: importance of airway length",2002,"American Journal of …","Am Thoracic Soc","http://www.atsjournals.org/doi/abs/10.1164/rccm.2112072","http://scholar.google.com/scholar?cites=7819353153394637648&as_sdt=2005&sciodt=0,5&hl=en&num=20",41,"2014-08-04",""
220,"…, A Mor, C Fyock, E Grimson, T Kanade, R Kikinis…","Simulating arthroscopic knee surgery using volumetric object representations, real-time volume rendering and haptic feedback",1997,"CVRMed-MRCAS' …","Springer","http://link.springer.com/chapter/10.1007/BFb0029258","http://scholar.google.com/scholar?cites=1429020217757945075&as_sdt=2005&sciodt=0,5&hl=en&num=20",42,"2014-08-04",""
223,"…, D Yurgelun-Todd, R Kikinis…","Planum temporale and Heschl gyrus volume reduction in schizophrenia: a magnetic resonance imaging study of first-episode patients",2000,"Archives of …","archpsyc.jamanetwork.com","http://archpsyc.jamanetwork.com/article.aspx?articleid=481629","http://scholar.google.com/scholar?cites=11105410385029433435&as_sdt=2005&sciodt=0,5&hl=en&num=20",43,"2014-08-04",""
215,"DT Gering, A Nabavi, R Kikinis, WEL Grimson…","An integrated visualization system for surgical planning and guidance using image fusion and interventional imaging",1999,"… image computing and …","Springer","http://link.springer.com/chapter/10.1007/10704282_88","http://scholar.google.com/scholar?cites=218946924194188305&as_sdt=2005&sciodt=0,5&hl=en&num=20",44,"2014-08-04",""
212,"S Angenent, S Haker, AR Tannenbaum, R Kikinis","On the Laplace–Beltrami operator and brain surface flattening",1999,"","smartech.gatech.edu","http://smartech.gatech.edu/handle/1853/32156","http://scholar.google.com/scholar?cites=9202222840537515040&as_sdt=2005&sciodt=0,5&hl=en&num=20",45,"2014-08-04",""
211,"CF Westin, S Peled, H Gudbjartsson, R Kikinis…","Geometrical diffusion measures for MRI from tensor basis analysis",1997,"Proceedings of ISMRM","","","http://scholar.google.com/scholar?cites=4419239731936956340&as_sdt=2005&sciodt=0,5&hl=en&num=20",46,"2014-08-04","CITATION"
207,"S Pieper, M Halle, R Kikinis","3D Slicer",2004,"Biomedical Imaging: Nano to …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1398617","http://scholar.google.com/scholar?cites=12792464770307716100&as_sdt=2005&sciodt=0,5&hl=en&num=20",47,"2014-08-04",""
197,"S Peled, H Gudbjartsson, CF Westin, R Kikinis…","Magnetic resonance imaging shows orientation and asymmetry of white matter fiber tracts",1998,"Brain research","Elsevier","http://www.sciencedirect.com/science/article/pii/S0006899397006355","http://scholar.google.com/scholar?cites=10982563792232500851&as_sdt=2005&sciodt=0,5&hl=en&num=20",48,"2014-08-04",""
196,"…, IF Talos, AJ Golby, R Kikinis…","Robust nonrigid registration to capture brain shift from intraoperative MRI",2005,"Medical Imaging, …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1525178","http://scholar.google.com/scholar?cites=17481514979273326888&as_sdt=2005&sciodt=0,5&hl=en&num=20",49,"2014-08-04",""
192,"W Lorensen, F Jolesz, R Kikinis","The exploration of cross-sectional data with a virtual endoscope",1995,"Interactive Technology and the …","marchingcubes.org","","http://scholar.google.com/scholar?cites=3835846075200375470&as_sdt=2005&sciodt=0,5&hl=en&num=20",50,"2014-08-04","PDF"
192,"…, GJ Ettinger, J Hiller, R Kikinis","Laboratory Investigation: Automatic Identification of Gray Matter Structures from MRI to Improve the Segmentation of White Matter Lesions",1995,"Computer Aided …","informahealthcare.com","http://informahealthcare.com/doi/abs/10.3109/10929089509106339","http://scholar.google.com/scholar?cites=9896898591377892285&as_sdt=2005&sciodt=0,5&hl=en&num=20",51,"2014-08-04",""
189,"KM Pohl, J Fisher, WEL Grimson, R Kikinis, WM Wells","A Bayesian model for joint segmentation and registration",2006,"NeuroImage","Elsevier","http://www.sciencedirect.com/science/article/pii/S1053811905024778","http://scholar.google.com/scholar?cites=14558952311310607240&as_sdt=2005&sciodt=0,5&hl=en&num=20",52,"2014-08-04",""
189,"…, SE Maier, M Niznikiewicz, A Baer, M Frumin, R Kikinis…","White matter hemisphere asymmetries in healthy subjects and in schizophrenia: a diffusion tensor MRI study",2004,"Neuroimage","Elsevier","http://www.sciencedirect.com/science/article/pii/S1053811904002587","http://scholar.google.com/scholar?cites=13502768854307405794&as_sdt=2005&sciodt=0,5&hl=en&num=20",53,"2014-08-04",""
188,"…, MJ Olek, EJ Orav, R Kikinis…","Regional magnetic resonance imaging lesion burden and cognitive function in multiple sclerosis: a longitudinal study",2001,"Archives of …","archinte.jamanetwork.com","http://archinte.jamanetwork.com/article.aspx?articleid=778343","http://scholar.google.com/scholar?cites=473154258951925092&as_sdt=2005&sciodt=0,5&hl=en&num=20",54,"2014-08-04",""
186,"…, A Nabavi, B Macq, PM Black, FA Jolesz, R Kikinis…","Serial registration of intraoperative MR images of the brain",2002,"Medical Image …","Elsevier","http://www.sciencedirect.com/science/article/pii/S1361841502000609","http://scholar.google.com/scholar?cites=3712059501826168696&as_sdt=2005&sciodt=0,5&hl=en&num=20",55,"2014-08-04",""
182,"…, A Guimond, RW McCarley, SE Maier, R Kikinis…","Spatial normalization of diffusion tensor MRI using multiple channels",2003,"Neuroimage","Elsevier","http://www.sciencedirect.com/science/article/pii/S1053811903004981","http://scholar.google.com/scholar?cites=2018382139611954596&as_sdt=2005&sciodt=0,5&hl=en&num=20",56,"2014-08-04",""
183,"…, H Atsumi, T Koller, G Gerig, S Yoshida, R Kikinis","3D multi-scale line filter for segmentation and visualization of curvilinear structures in medical images",1997,"CVRMed-MRCAS' …","Springer","http://link.springer.com/chapter/10.1007/BFb0029240","http://scholar.google.com/scholar?cites=3089831225527731978&as_sdt=2005&sciodt=0,5&hl=en&num=20",57,"2014-08-04",""
182,"…, ME Shenton, H Hokama, R Kikinis…","Prefrontal cortex and schizophrenia: a quantitative magnetic resonance imaging study",1995,"Archives of …","archneur.jamanetwork.com","http://archneur.jamanetwork.com/article.aspx?articleid=497033","http://scholar.google.com/scholar?cites=14794967758556066938&as_sdt=2005&sciodt=0,5&hl=en&num=20",58,"2014-08-04",""
179,"…, B Lorensen, W Schroeder, R Kikinis","The NA-MIC Kit: ITK, VTK, pipelines, grids and 3D slicer as an open platform for the medical image computing community",2006,"… Imaging: Nano to …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1625012","http://scholar.google.com/scholar?cites=8510934247897235522&as_sdt=2005&sciodt=0,5&hl=en&num=20",59,"2014-08-04",""
178,"…, JE Anderson, IA Fischer, R Kikinis…","Left planum temporale volume reduction in schizophrenia",1999,"Archives of …","archpsyc.jamanetwork.com","http://archpsyc.jamanetwork.com/article.aspx?articleid=204722","http://scholar.google.com/scholar?cites=5597173021106350554&as_sdt=2005&sciodt=0,5&hl=en&num=20",60,"2014-08-04",""
176,"K Chinzei, N Hata, FA Jolesz, R Kikinis","MR compatible surgical assist robot: System integration and preliminary feasibility study",2000,"Medical Image Computing and …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-40899-4_95","http://scholar.google.com/scholar?cites=11938957668026017802&as_sdt=2005&sciodt=0,5&hl=en&num=20",61,"2014-08-04",""
175,"K Chinzei, R Kikinis, FA Jolesz","MR compatibility of mechatronic devices: design criteria",1999,"Medical Image Computing and Computer- …","Springer","http://link.springer.com/chapter/10.1007/10704282_111","http://scholar.google.com/scholar?cites=11620442497555794234&as_sdt=2005&sciodt=0,5&hl=en&num=20",62,"2014-08-04",""
169,"…, J Ruiz-Alzola, A D'Amico, RA Cormack, R Kikinis…","Evaluation of three-dimensional finite element-based deformable registration of pre-and intraoperative prostate imaging",2001,"Medical …","scitation.aip.org","http://scitation.aip.org/content/aapm/journal/medphys/28/12/10.1118/1.1414009","http://scholar.google.com/scholar?cites=8589973991808938731&as_sdt=2005&sciodt=0,5&hl=en&num=20",63,"2014-08-04",""
170,"…, RS Smith, B O'Donnell, M Kimble, R Kikinis…","Neuropsychological correlates of MRI temporal lobe abnormalities in schizophrenia",1993,"Am J …","Am Psychiatric Assoc","","http://scholar.google.com/scholar?cites=874572124447352333&as_sdt=2005&sciodt=0,5&hl=en&num=20",64,"2014-08-04","PDF"
170,"…, B Khidhir, P Everett, FA Jolesz, R Kikinis","Image processing for diffusion tensor magnetic resonance imaging",1999,"… Image Computing and …","Springer","http://link.springer.com/chapter/10.1007/10704282_48","http://scholar.google.com/scholar?cites=5708323852778542804&as_sdt=2005&sciodt=0,5&hl=en&num=20",65,"2014-08-04",""
164,"…, PE Stieg, TM Moriarty, CA Martin, R Kikinis…","Intraoperative MR Imaging Guidance for Intracranial Neurosurgery: Experience with the First 200 Cases 1",1999,"Radiology","pubs.rsna.org","http://pubs.rsna.org/doi/abs/10.1148/radiology.211.2.r99ma26477","http://scholar.google.com/scholar?cites=9849873007633773797&as_sdt=2005&sciodt=0,5&hl=en&num=20",66,"2014-08-04",""
164,"…, A Tannenbaurn, R Kikinis","Nondistorting flattening maps and the 3-D visualization of colon CT images",2000,"Medical Imaging, IEEE …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=875181","http://scholar.google.com/scholar?cites=2774952349148303816&as_sdt=2005&sciodt=0,5&hl=en&num=20",67,"2014-08-04",""
162,"…, CF Westin, ME Shenton, R Kikinis…","High-resolution line scan diffusion tensor MR imaging of white matter fiber tract anatomy",2002,"American journal …","Am Soc Neuroradiology","http://www.ajnr.org/content/23/1/67.short","http://scholar.google.com/scholar?cites=12169236635504372811&as_sdt=2005&sciodt=0,5&hl=en&num=20",68,"2014-08-04",""
158,"…, HH Hokama, CG Wible, I Fischer, R Kikinis…","Volumetric evaluation of the thalamus in schizophrenic male patients using magnetic resonance imaging",1998,"Biological …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0006322397003399","http://scholar.google.com/scholar?cites=7226908948660400847&as_sdt=2005&sciodt=0,5&hl=en&num=20",69,"2014-08-04",""
152,"E Keeve, S Girod, R Kikinis…","Deformable modeling of facial tissue for craniofacial surgery simulation",1998,"Computer Aided Surgery","informahealthcare.com","http://informahealthcare.com/doi/abs/10.3109/10929089809149844","http://scholar.google.com/scholar?cites=18054171689742447768&as_sdt=2005&sciodt=0,5&hl=en&num=20",70,"2014-08-04",""
152,"H Hokama, ME Shenton, PG Nestor, R Kikinis…","Caudate, putamen, and globus pallidus volume in schizophrenia: a quantitative MRI study",1995,"Psychiatry Research: …","Elsevier","http://www.sciencedirect.com/science/article/pii/092549279502729H","http://scholar.google.com/scholar?cites=2763279670982682049&as_sdt=2005&sciodt=0,5&hl=en&num=20",71,"2014-08-04",""
152,"…, M Tohen, C Zarate, R Kikinis…","Association between smaller left posterior superior temporal gyrus volume on magnetic resonance imaging and smaller left temporal P300 amplitude in first-episode …",2002,"Archives of …","archneur.jamanetwork.com","http://archneur.jamanetwork.com/article.aspx?articleid=206235","http://scholar.google.com/scholar?cites=4607043090922860617&as_sdt=2005&sciodt=0,5&hl=en&num=20",72,"2014-08-04",""
147,"…, WEL Grimson, R Keriven, R Kikinis…","Co-dimension 2 geodesic active contours for MRA segmentation",1999,"… Processing in Medical …","Springer","http://link.springer.com/chapter/10.1007/3-540-48714-X_10","http://scholar.google.com/scholar?cites=5474357689046663221&as_sdt=2005&sciodt=0,5&hl=en&num=20",73,"2014-08-04",""
147,"…, CL Dumoulin, TP Kelliher, R Kikinis…","Computer graphic and live video system for enhancing visualization of body structures during surgery",1998,"US Patent …","Google Patents","http://www.google.com/patents/US5740802","http://scholar.google.com/scholar?cites=3048056661450516055&as_sdt=2005&sciodt=0,5&hl=en&num=20",74,"2014-08-04",""
149,"…, S Tanaka, JJ Levitt, BF O'Donnell, R Kikinis…","Prefrontal cortex, negative symptoms, and schizophrenia: an MRI study",2001,"Psychiatry Research: …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0925492701001093","http://scholar.google.com/scholar?cites=10576096482954304990&as_sdt=2005&sciodt=0,5&hl=en&num=20",75,"2014-08-04",""
143,"…, SG Silverman, M Phillips, R Kikinis","Interactive virtual endoscopy.",1997,"… American journal of …","Am Roentgen Ray Soc","http://www.ajronline.org/doi/pdf/10.2214/ajr.169.5.9353433","http://scholar.google.com/scholar?cites=4036701653666466413&as_sdt=2005&sciodt=0,5&hl=en&num=20",76,"2014-08-04",""
143,"M Matsumae, R Kikinis, IA Mórocz, AV Lorenzo…","Age-related changes in intracranial compartment volumes in normal adults assessed by magnetic resonance imaging",1996,"Journal of …","thejns.org","http://thejns.org/doi/abs/10.3171/jns.1996.84.6.0982","http://scholar.google.com/scholar?cites=13336458842302010631&as_sdt=2005&sciodt=0,5&hl=en&num=20",77,"2014-08-04",""
149,"K Krissian, CF Westin, R Kikinis…","Oriented speckle reducing anisotropic diffusion",2007,"… , IEEE Transactions on","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4154795","http://scholar.google.com/scholar?cites=18186144398680916581&as_sdt=2005&sciodt=0,5&hl=en&num=20",78,"2014-08-04",""
139,"…, DT Gering, KH Zou, R Kikinis…","MR-based three-dimensional modeling of the normal pelvic floor in women: quantification of muscle mass",2000,"American Journal of …","Am Roentgen Ray Soc","http://www.ajronline.org/doi/abs/10.2214/ajr.174.3.1740657","http://scholar.google.com/scholar?cites=11170110895957157656&as_sdt=2005&sciodt=0,5&hl=en&num=20",79,"2014-08-04",""
