Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
11,"P Savadjiev, GL Kindlmann, S Bouix, ME Shenton…","Local white matter geometry from diffusion tensor gradients",2010,"Neuroimage","Elsevier","http://www.sciencedirect.com/science/article/pii/S1053811909011446","http://scholar.google.com/scholar?cites=3524103255727227701&as_sdt=2005&sciodt=0,5&hl=en&num=20",35,"2014-08-04",""
10,"Y Rathi, M Kubicki, S Bouix, CF Westin…","Statistical analysis of fiber bundles using multi-tensor tractography: application to first-episode schizophrenia",2011,"Magnetic resonance …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0730725X10003802","http://scholar.google.com/scholar?cites=12487741483613564195&as_sdt=2005&sciodt=0,5&hl=en&num=20",36,"2014-08-04",""
10,"…, M Kubicki, LJ O'Donnell, DP Terry, S Bouix…","Fiber geometry in the corpus callosum in schizophrenia: evidence for transcallosal misconnection",2011,"Schizophrenia …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0920996411003811","http://scholar.google.com/scholar?cites=2605128640954329023&as_sdt=2005&sciodt=0,5&hl=en&num=20",37,"2014-08-04",""
9,"S Bouix, JC Pruessner, DL Collins, K Siddiqi","Hippocampal shape analysis using medial surfaces",2001,"Medical Image Computing …","Springer","http://link.springer.com/chapter/10.1007/3-540-45468-3_5","http://scholar.google.com/scholar?cites=16883026940646836724&as_sdt=2005&sciodt=0,5&hl=en&num=20",38,"2014-08-04",""
9,"H Haidar, S Bouix, JJ Levitt…","Characterizing the shape of anatomical structures with Poisson's equation",2006,"Medical Imaging, …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1704884","http://scholar.google.com/scholar?cites=9073550996995062530&as_sdt=2005&sciodt=0,5&hl=en&num=20",39,"2014-08-04",""
9,"S Bouix, K Siddiqi, A Tannenbaum…","Medial axis computation and evolution",2006,"Statistics and Analysis of …","Springer","http://link.springer.com/chapter/10.1007/0-8176-4481-4_1","http://scholar.google.com/scholar?cites=4352315427115987899&as_sdt=2005&sciodt=0,5&hl=en&num=20",40,"2014-08-04",""
8,"S Bouix, Y Rathi, M Sabuncu","Building an average population HARDI atlas",2010,"MICCAI Workshop on …","ejournal.narotama.ac.id","","http://scholar.google.com/scholar?cites=18277292039749856900&as_sdt=2005&sciodt=0,5&hl=en&num=20",41,"2014-08-04","PDF"
7,"A Fedorov, X Li, KM Pohl, S Bouix…","Suppl 2: Atlas-Guided Segmentation of Vervet Monkey Brain MRI",2011,"The open …","ncbi.nlm.nih.gov","","http://scholar.google.com/scholar?cites=8770851959889983271&as_sdt=2005&sciodt=0,5&hl=en&num=20",42,"2014-08-04","HTML"
10,"…, JS Oh, JJ Levitt, G Kindleman, S Bouix…","Anterior limb of the internal capsule in schizophrenia: a diffusion tensor tractography study",2012,"Brain imaging and …","Springer","http://link.springer.com/article/10.1007/s11682-012-9152-9","http://scholar.google.com/scholar?cites=3778088226279283500&as_sdt=2005&sciodt=0,5&hl=en&num=20",43,"2014-08-04",""
7,"S Bouix","VISION: segmentation, indexing and retrieval of digital videos",1998,"","University of Kansas, Electrical …","","http://scholar.google.com/scholar?cites=1555315988708737391&as_sdt=2005&sciodt=0,5&hl=en&num=20",44,"2014-08-04","CITATION"
7,"…, CF Westin, ME Shenton, S Bouix","Tensor kernels for simultaneous fiber model estimation and tractography",2010,"Magnetic …","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/mrm.22292/full","http://scholar.google.com/scholar?cites=8343537961252494857&as_sdt=2005&sciodt=0,5&hl=en&num=20",45,"2014-08-04",""
7,"S Bouix","Medial surfaces",2003,"","McGill University","","http://scholar.google.com/scholar?cites=10032752804002028060&as_sdt=2005&sciodt=0,5&hl=en&num=20",46,"2014-08-04","CITATION"
6,"S Bouix, L Ungar, CC Dickey, RW McCarley…","Evaluating automatic brain tissue classifiers",2004,"… Image Computing and …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-30136-3_127","http://scholar.google.com/scholar?cites=2751854593476147370&as_sdt=2005&sciodt=0,5&hl=en&num=20",47,"2014-08-04",""
7,"…, B Konte, M Friedl, T Ballinger, R Eckbo, S Bouix…","< i> CNTNAP2</i> polymorphisms and structural brain connectivity: A diffusion-tensor imaging study",2013,"Journal of psychiatric …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0022395613002148","http://scholar.google.com/scholar?cites=1369995274315203424&as_sdt=2005&sciodt=0,5&hl=en&num=20",48,"2014-08-04",""
6,"KM Pohl, S Bouix, ME Shenton…","Automatic segmentation using non-rigid registration",2007,"… image computing and …","ncbi.nlm.nih.gov","","http://scholar.google.com/scholar?cites=14650699655982298145&as_sdt=2005&sciodt=0,5&hl=en&num=20",49,"2014-08-04","HTML"
7,"S Bouix, O Pasternak, Y Rathi, PE Pelavin, R Zafonte…","Increased gray matter diffusion anisotropy in patients with persistent post-concussive symptoms following mild traumatic brain injury",2013,"PloS one","dx.plos.org","","http://scholar.google.com/scholar?cites=12593806688264649417&as_sdt=2005&sciodt=0,5&hl=en&num=20",50,"2014-08-04","HTML"
5,"M Niethammer, S Bouix, CF Westin…","Fiber bundle estimation and parameterization",2006,"Medical Image Computing …","Springer","http://link.springer.com/chapter/10.1007/11866763_31","http://scholar.google.com/scholar?cites=2990327146643697594&as_sdt=2005&sciodt=0,5&hl=en&num=20",51,"2014-08-04",""
4,"D Wassermann, Y Rathi, S Bouix, M Kubicki…","White matter bundle registration and population analysis based on Gaussian processes",2011,"… Processing in Medical …","Springer","http://link.springer.com/chapter/10.1007/978-3-642-22092-0_27","http://scholar.google.com/scholar?cites=7961034256780516909&as_sdt=2005&sciodt=0,5&hl=en&num=20",52,"2014-08-04",""
6,"Y Gao, S Bouix","Synthesis of realistic subcortical anatomy with known surface deformations",2012,"Mesh Processing in Medical Image Analysis 2012","Springer","http://link.springer.com/chapter/10.1007/978-3-642-33463-4_9","http://scholar.google.com/scholar?cites=508170781951301701&as_sdt=2005&sciodt=0,5&hl=en&num=20",53,"2014-08-04",""
4,"…, S Haker, A Tannenbaum, S Bouix…","Angle-preserving mappings for the visualization of multi-branched vessels",2002,"Image Processing. …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1040108","http://scholar.google.com/scholar?cites=7032171199030895943&as_sdt=2005&sciodt=0,5&hl=en&num=20",54,"2014-08-04",""
4,"O Pasternak, IK Koerte, S Bouix, E Fredman…","Hockey Concussion Education Project, Part 2. Microstructural white matter alterations in acutely concussed ice hockey players: a longitudinal free-water MRI study: …",2014,"Journal of …","thejns.org","http://thejns.org/doi/abs/10.3171/2013.12.JNS132090","http://scholar.google.com/scholar?cites=9502092273222923564&as_sdt=2005&sciodt=0,5&hl=en&num=20",55,"2014-08-04",""
3,"Y Rathi, O Michailovich, S Bouix…","Orientation distribution estimation for Q-ball imaging",2008,"Computer Vision and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4562963","http://scholar.google.com/scholar?cites=4008684528935951330&as_sdt=2005&sciodt=0,5&hl=en&num=20",56,"2014-08-04",""
5,"M Niethammer, S Bouix, S Aja-Fernández…","Outlier rejection for diffusion weighted imaging",2007,"… Image Computing and …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-75757-3_20","http://scholar.google.com/scholar?cites=17395433138546199145&as_sdt=2005&sciodt=0,5&hl=en&num=20",57,"2014-08-04",""
3,"A Sampaio, S Bouix, N Sousa, C Vasconcelos…","Morphometry of corpus callosum in Williams syndrome: shape as an index of neural development",2013,"Brain Structure and …","Springer","http://link.springer.com/article/10.1007/s00429-012-0423-4","http://scholar.google.com/scholar?cites=5133396728139291606&as_sdt=2005&sciodt=0,5&hl=en&num=20",58,"2014-08-04",""
4,"T Asami, TJ Whitford, S Bouix, CC Dickey…","Globally and locally reduced MRI gray matter volumes in neuroleptic-naive men with schizotypal personality disorder: association with negative symptoms",2013,"JAMA …","archpsyc.jamanetwork.com","http://archpsyc.jamanetwork.com/article.aspx?articleid=1568958","http://scholar.google.com/scholar?cites=472783376113969607&as_sdt=2005&sciodt=0,5&hl=en&num=20",59,"2014-08-04",""
3,"H Haidar, S Bouix, J Levitt, C Dickey…","Characterizing the Shape of Anatomical Structures with Poisson's Equation",2004,"… Image Computing and …","Springer","http://link.springer.com/chapter/10.1007/978-3-540-30135-6_33","http://scholar.google.com/scholar?cites=11248428440186437732&as_sdt=2005&sciodt=0,5&hl=en&num=20",60,"2014-08-04",""
4,"…, M Muehlmann, P Savadjiev, S Bouix…","Hockey Concussion Education Project, Part 3. White matter microstructure in ice hockey players with a history of concussion: a diffusion tensor imaging study: Clinical …",2014,"Journal of …","thejns.org","http://thejns.org/doi/abs/10.3171/2013.12.JNS132092","http://scholar.google.com/scholar?cites=8351200753982139324&as_sdt=2005&sciodt=0,5&hl=en&num=20",61,"2014-08-04",""
4,"Y Gao, S Bouix, M Shenton, A Tannenbaum","Sparse texture active contour",2013,"","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6545332","http://scholar.google.com/scholar?cites=3231308169044789614&as_sdt=2005&sciodt=0,5&hl=en&num=20",62,"2014-08-04",""
3,"P Savadjiev, Y Rathi, S Bouix, R Verma…","Multi-scale characterization of white matter tract geometry",2012,"… Image Computing and …","Springer","http://link.springer.com/chapter/10.1007/978-3-642-33454-2_5","http://scholar.google.com/scholar?cites=8424167631407250796&as_sdt=2005&sciodt=0,5&hl=en&num=20",63,"2014-08-04",""
3,"S Bouix, K Siddiqi","Optics, mechanics, and Hamilton-Jacobi skeletons",2005,"Advances in Imaging and Electron Physics","books.google.com","http://books.google.com/books?hl=en&lr=&id=Z0kduY3VgvoC&oi=fnd&pg=PA1&dq=Sylvain+Bouix&ots=lhmTCaXS0Q&sig=F9OkT4Oj2v22J-e_MikiAUQcEg4","http://scholar.google.com/scholar?cites=317571299087397589&as_sdt=2005&sciodt=0,5&hl=en&num=20",64,"2014-08-04",""
3,"D Forsberg, Y Rathi, S Bouix, D Wassermann…","Improving registration using multi-channel diffeomorphic demons combined with certainty maps",2011,"Multimodal Brain Image …","Springer","http://link.springer.com/chapter/10.1007/978-3-642-24446-9_3","http://scholar.google.com/scholar?cites=13093812803728895807&as_sdt=2005&sciodt=0,5&hl=en&num=20",65,"2014-08-04",""
3,"Y Rathi, J Malcolm, S Bouix, R McCarley…","Disease classification: A probabilistic approach",2010,"… Imaging: From Nano …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=5490246","http://scholar.google.com/scholar?cites=2804714399969305190&as_sdt=2005&sciodt=0,5&hl=en&num=20",66,"2014-08-04",""
2,"Y Gao, Y Rathi, S Bouix…","Filtering in the diffeomorphism group and the registration of point sets",2012,"Image Processing, IEEE …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6226459","http://scholar.google.com/scholar?cites=5536512135240105441&as_sdt=2005&sciodt=0,5&hl=en&num=20",67,"2014-08-04",""
2,"KM Pohl, S Bouix, ME Shenton, WEL Grimson…","Automatic Segmentation Using Non-Rigid Registration",2005,"","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.88.3722","http://scholar.google.com/scholar?cites=11418700179160120446&as_sdt=2005&sciodt=0,5&hl=en&num=20",68,"2014-08-04",""
3,"…, Z Li, Z Lin, L Zhu, A Tannenbaum, S Bouix…","Automated dispersion and orientation analysis for carbon nanotube reinforced polymer composites",2012,"…","iopscience.iop.org","http://iopscience.iop.org/0957-4484/23/43/435706","http://scholar.google.com/scholar?cites=842203974704005169&as_sdt=2005&sciodt=0,5&hl=en&num=20",69,"2014-08-04",""
2,"JM Gauch, S Gauch, S Bouix","Real Time Video Analysis for Automatic Archive Creation",1998,"Multimedia Systems","fiasco.ittc.ku.edu","","http://scholar.google.com/scholar?cites=8591694638339357423&as_sdt=2005&sciodt=0,5&hl=en&num=20",70,"2014-08-04","PDF"
3,"Z Kikinis, N Makris, CT Finn, S Bouix, D Lucia…","Genetic contributions to changes of fiber tracts of ventral visual stream in 22q11. 2 deletion syndrome",2013,"Brain imaging and …","Springer","http://link.springer.com/article/10.1007/s11682-013-9232-5","http://scholar.google.com/scholar?cites=13274092389628837092&as_sdt=2005&sciodt=0,5&hl=en&num=20",71,"2014-08-04",""
1,"H Haidar, S Bouix, J Levitt…","An elliptic PDE approach for shape characterization",2004,"… in Medicine and …","ieeexplore.ieee.org","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=1403466","http://scholar.google.com/scholar?cites=3769020530516400766&as_sdt=2005&sciodt=0,5&hl=en&num=20",72,"2014-08-04",""
1,"P Savadjiev, Y Rathi, S Bouix, AR Smith…","Combining surface and fiber geometry: an integrated approach to brain morphology",2013,"… Image Computing and …","Springer","http://link.springer.com/chapter/10.1007/978-3-642-40811-3_7","http://scholar.google.com/scholar?cites=4430863069763338579&as_sdt=2005&sciodt=0,5&hl=en&num=20",73,"2014-08-04",""
1,"T Asami, M Kubicki, S Bouix…","White matter abnormalities in chronic schizophrenia-A whole brain voxel-wise analysis",2009,"Biological …","… INC 360 PARK AVE SOUTH, NEW …","","http://scholar.google.com/scholar?cites=14173202645726184742&as_sdt=2005&sciodt=0,5&hl=en&num=20",74,"2014-08-04","CITATION"
0,"A Belyaev, S Bouix, PT Bremer, G Brunnett, T Dey…","NASAGEM Workshop 2007",0,"ieeexplore.ieee.org","","","",75,"2014-08-04","CITATION"
0,"S Bouix, P Cai, O Pasternak…","Subject-specific evaluation of mTBI with diffusion MRI: Statistical considerations",2014,"BRAIN …","… TELEPHONE HOUSE, 69-77 PAUL …","","",76,"2014-08-04","CITATION"
0,"TR Raviv, Y Gao, JJ Levitt, S Bouix","Statistical shape analysis for population studies via level-set based shape morphing",2012,"Computer Vision–ECCV 2012. …","Springer","http://link.springer.com/chapter/10.1007/978-3-642-33863-2_5","http://scholar.google.com/scholar?q=related:BH3tGjoWwF0J:scholar.google.com/&hl=en&num=20&as_sdt=0,5",77,"2014-08-04",""
0,"…, DS MEIER, S BOUIX…","STUDYING ANATOMY AND DISEASE IN MEDICAL IMAGES USING SHAPE ANALYSIS",2005,"Medical Imaging …","books.google.com","http://books.google.com/books?hl=en&lr=&id=EV3asiIOuHoC&oi=fnd&pg=PA329&dq=Sylvain+Bouix&ots=Tl5VdN157B&sig=ZPL-VGk2maQu1JynaohEhEOqOLE","http://scholar.google.com/scholar?q=related:OfFwHRa1ejwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",78,"2014-08-04",""
0,"…, M Heran, J Brubacher, S Bouix…","Outcome from complicated vs uncomplicated mild traumatic brain injury",2014,"BRAIN …","… TELEPHONE HOUSE, 69-77 PAUL …","","",79,"2014-08-04","CITATION"
0,"J Hüttlova, Z Kikinis, M Kerkovsky, S Bouix, MA Vu…","Abnormalities in Myelination of the Superior Cerebellar Peduncle in Patients with Schizophrenia and Deficits in Movement Sequencing",2014,"The Cerebellum","Springer","http://link.springer.com/article/10.1007/s12311-014-0550-y","http://scholar.google.com/scholar?q=related:7lGGJvEIbfMJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",80,"2014-08-04",""
0,"…, M Shenton, Y Rathi, S Bouix…","Can Whole Brain Voxel-Based Morphometry Studies Applied to DTI Data Localize White Matter Changes in Schizophrenia?",2009,"BIOLOGICAL …","… INC 360 PARK AVE SOUTH, NEW …","","",81,"2014-08-04","CITATION"
0,"O Pasternak, S Bouix, Y Rathi…","Characterization of acute diffusion MRI abnormalities following concussion using a joint distribution free-water imaging normative atlas",2014,"BRAIN …","… TELEPHONE HOUSE, 69-77 PAUL …","","",82,"2014-08-04","CITATION"
0,"…, M Addicott, C Wyatt, JB Daunais, A Fedorov, S Bouix…","Atlas-Guided Segmentation of Vervet Monkey Brain MRI",2011,"","dash.harvard.edu","http://dash.harvard.edu/handle/1/9369658","http://scholar.google.com/scholar?q=related:iMp7NyChc7YJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",83,"2014-08-04",""
